m_x,r,T,rho,P,l,X,Y,He3,C12,N14,O16,T6,n_e,m_y,X 7Be,pp,B8,N13,O15,F17,Be7,pep,hep
9.5e-06,0.00446,15500000.0,150.0,2.34e+17,8e-05,0.36507,0.6198,8.93e-06,7.8e-06,0.00374,0.00607,15.469243902439024,2.011,2.8602439024390248e-06,1.57e-11,1.8521951219512196e-05,0.00022436585365853662,0.00013419512195121953,0.00018609756097560977,0.0002048536585365854,9.073414634146342e-05,2.8902439024390246e-05,7.936585365853659e-06
9.7e-06,0.00449,15500000.0,150.0,2.34e+17,8e-05,0.36508,0.6198,8.93e-06,7.8e-06,0.00374,0.00607,15.469097560975609,2.011,2.8960975609756097e-06,1.57e-11,1.8748780487804876e-05,0.00022714634146341463,0.0001358780487804878,0.0001884390243902439,0.00020734146341463416,9.185365853658536e-05,2.9260975609756096e-05,8.034634146341464e-06
9.9e-06,0.00452,15500000.0,150.0,2.34e+17,8e-05,0.36508,0.61979,8.94e-06,7.8e-06,0.00374,0.00607,15.468975609756097,2.011,2.9326829268292677e-06,1.57e-11,1.8982926829268286e-05,0.00022999999999999998,0.0001375853658536585,0.0001908292682926829,0.00020992682926829266,9.299999999999998e-05,2.962926829268292e-05,8.135853658536584e-06
1e-05,0.00455,15500000.0,150.0,2.34e+17,8e-05,0.36509,0.61978,8.94e-06,7.8e-06,0.00374,0.00607,15.46890243902439,2.011,2.9707317073170734e-06,1.57e-11,1.923170731707317e-05,0.00023300000000000003,0.00013934146341463416,0.00019331707317073171,0.00021270731707317075,9.420000000000001e-05,3.001707317073171e-05,8.243414634146342e-06
1.02e-05,0.00457,15500000.0,150.0,2.34e+17,9e-05,0.3651,0.61977,8.94e-06,7.8e-06,0.00374,0.00607,15.468853658536585,2.011,2.99609756097561e-06,1.57e-11,1.9397560975609756e-05,0.00023500000000000002,0.00014051219512195123,0.0001949756097560976,0.00021456097560975613,9.5e-05,3.0275609756097563e-05,8.315121951219513e-06
1.04e-05,0.0046,15500000.0,150.0,2.34e+17,9e-05,0.36511,0.61977,8.94e-06,7.8e-06,0.00374,0.00607,15.468780487804878,2.011,3.0341463414634144e-06,1.57e-11,1.9646341463414633e-05,0.00023799999999999998,0.00014226829268292683,0.00019746341463414634,0.00021734146341463413,9.62e-05,3.066341463414634e-05,8.422682926829267e-06
1.06e-05,0.00463,15500000.0,150.0,2.34e+17,9e-05,0.36511,0.61976,8.94e-06,7.8e-06,0.00374,0.00607,15.46870731707317,2.011,3.072195121951219e-06,1.57e-11,1.9895121951219507e-05,0.00024099999999999995,0.0001440243902439024,0.0001999512195121951,0.00022012195121951216,9.739999999999998e-05,3.1051219512195115e-05,8.530243902439023e-06
1.08e-05,0.00466,15500000.0,150.0,2.34e+17,9e-05,0.36512,0.61975,8.94e-06,7.8e-06,0.00374,0.00607,15.468634146341463,2.011,3.1102439024390245e-06,1.57e-11,2.014390243902439e-05,0.00024400000000000002,0.00014578048780487806,0.0002024390243902439,0.00022290243902439025,9.860000000000001e-05,3.14390243902439e-05,8.637804878048781e-06
1.1e-05,0.00469,15500000.0,150.0,2.34e+17,9e-05,0.36513,0.61974,8.94e-06,7.8e-06,0.00374,0.00607,15.468560975609757,2.011,3.148292682926829e-06,1.57e-11,2.0392682926829264e-05,0.000247,0.00014753658536585364,0.00020492682926829268,0.00022568292682926828,9.979999999999999e-05,3.1826829268292676e-05,8.745365853658536e-06
1.11e-05,0.0047,15500000.0,150.0,2.34e+17,9e-05,0.36513,0.61974,8.94e-06,7.8e-06,0.00374,0.00607,15.468536585365854,2.011,3.160975609756098e-06,1.57e-11,2.0475609756097562e-05,0.000248,0.0001481219512195122,0.00020575609756097563,0.00022660975609756098,0.00010020000000000001,3.195609756097561e-05,8.781219512195123e-06
1.12e-05,0.00472,15500000.0,150.0,2.34e+17,9e-05,0.36514,0.61974,8.94e-06,7.8e-06,0.00374,0.00607,15.468487804878048,2.011,3.1863414634146345e-06,1.57e-11,2.0641463414634148e-05,0.00025,0.0001492926829268293,0.00020741463414634148,0.00022846341463414636,0.00010100000000000002,3.221463414634146e-05,8.852926829268294e-06
1.13e-05,0.00473,15500000.0,150.0,2.34e+17,9e-05,0.36514,0.61973,8.94e-06,7.8e-06,0.00374,0.00607,15.468463414634146,2.011,3.1990243902439022e-06,1.57e-11,2.0724390243902436e-05,0.000251,0.0001498780487804878,0.00020824390243902438,0.00022939024390243901,0.0001014,3.2343902439024386e-05,8.888780487804877e-06
1.14e-05,0.00475,15500000.0,150.0,2.34e+17,0.0001,0.36515,0.61973,8.94e-06,7.8e-06,0.00374,0.00607,15.468414634146342,2.011,3.224390243902439e-06,1.57e-11,2.0890243902439022e-05,0.00025299999999999997,0.00015104878048780487,0.00020990243902439023,0.00023124390243902437,0.0001022,3.2602439024390244e-05,8.960487804878048e-06
1.15e-05,0.00476,15500000.0,150.0,2.34e+17,0.0001,0.36515,0.61972,8.94e-06,7.8e-06,0.00374,0.00607,15.468390243902439,2.011,3.237073170731708e-06,1.57e-11,2.097317073170732e-05,0.00025400000000000005,0.00015163414634146343,0.0002107317073170732,0.0002321707317073171,0.00010260000000000001,3.273170731707317e-05,8.996341463414635e-06
1.16e-05,0.00478,15500000.0,150.0,2.34e+17,0.0001,0.36515,0.61972,8.94e-06,7.8e-06,0.00374,0.00607,15.468341463414633,2.011,3.2624390243902446e-06,1.57e-11,2.1139024390243906e-05,0.00025600000000000004,0.00015280487804878053,0.00021239024390243906,0.00023402439024390248,0.00010340000000000002,3.299024390243903e-05,9.068048780487806e-06
1.17e-05,0.00479,15500000.0,150.0,2.34e+17,0.0001,0.36516,0.61972,8.94e-06,7.8e-06,0.00374,0.00607,15.46831707317073,2.011,3.2751219512195123e-06,1.57e-11,2.1221951219512194e-05,0.000257,0.00015339024390243904,0.00021321951219512196,0.0002349512195121951,0.0001038,3.311951219512195e-05,9.10390243902439e-06
1.19e-05,0.00481,15500000.0,150.0,2.34e+17,0.0001,0.36516,0.61971,8.94e-06,7.8e-06,0.00374,0.00607,15.468268292682927,2.011,3.300487804878049e-06,1.57e-11,2.138780487804878e-05,0.000259,0.0001545609756097561,0.0002148780487804878,0.00023680487804878048,0.00010460000000000001,3.3378048780487805e-05,9.17560975609756e-06
1.2e-05,0.00482,15500000.0,150.0,2.34e+17,0.0001,0.36517,0.61971,8.94e-06,7.8e-06,0.00374,0.00607,15.468243902439024,2.011,3.3131707317073167e-06,1.57e-11,2.147073170731707e-05,0.00026,0.0001551463414634146,0.0002157073170731707,0.00023773170731707313,0.00010499999999999999,3.350731707317073e-05,9.211463414634144e-06
1.21e-05,0.00484,15500000.0,150.0,2.34e+17,0.0001,0.36517,0.6197,8.94e-06,7.8e-06,0.00374,0.00607,15.468195121951219,2.011,3.3385365853658534e-06,1.57e-11,2.1636585365853657e-05,0.00026199999999999997,0.0001563170731707317,0.00021736585365853656,0.00023958536585365852,0.0001058,3.376585365853658e-05,9.283170731707317e-06
1.22e-05,0.00485,15500000.0,150.0,2.34e+17,0.0001,0.36517,0.6197,8.94e-06,7.8e-06,0.00374,0.00607,15.468170731707318,2.011,3.3512195121951223e-06,1.57e-11,2.171951219512195e-05,0.000263,0.00015690243902439027,0.00021819512195121954,0.00024051219512195122,0.00010620000000000002,3.3895121951219515e-05,9.319024390243904e-06
1.23e-05,0.00487,15500000.0,150.0,2.34e+17,0.0001,0.36518,0.61969,8.94e-06,7.8e-06,0.00374,0.00607,15.468121951219512,2.011,3.376585365853659e-06,1.57e-11,2.1885365853658537e-05,0.00026500000000000004,0.00015807317073170734,0.0002198536585365854,0.0002423658536585366,0.00010700000000000001,3.415365853658537e-05,9.390731707317075e-06
1.24e-05,0.00488,15500000.0,150.0,2.34e+17,0.0001,0.36518,0.61969,8.94e-06,7.8e-06,0.00374,0.00607,15.46809756097561,2.011,3.3892682926829267e-06,1.57e-11,2.1968292682926828e-05,0.00026599999999999996,0.00015865853658536585,0.00022068292682926827,0.00024329268292682925,0.00010740000000000001,3.428292682926829e-05,9.426585365853658e-06
1.25e-05,0.0049,15500000.0,150.0,2.34e+17,0.00011,0.36519,0.61969,8.94e-06,7.8e-06,0.00374,0.00607,15.468048780487806,2.011,3.4146341463414634e-06,1.57e-11,2.2134146341463414e-05,0.000268,0.00015982926829268294,0.00022234146341463414,0.00024514634146341463,0.0001082,3.454146341463415e-05,9.498292682926829e-06
1.26e-05,0.00491,15500000.0,150.0,2.34e+17,0.00011,0.36519,0.61968,8.94e-06,7.8e-06,0.00374,0.00607,15.468024390243903,2.011,3.4273170731707324e-06,1.57e-11,2.221707317073171e-05,0.00026900000000000003,0.0001604146341463415,0.0002231707317073171,0.00024607317073170734,0.00010860000000000002,3.4670731707317076e-05,9.534146341463416e-06
1.28e-05,0.00493,15500000.0,150.0,2.34e+17,0.00011,0.36519,0.61968,8.94e-06,7.8e-06,0.00374,0.00607,15.467975609756097,2.011,3.453902439024391e-06,1.57e-11,2.2390243902439028e-05,0.00027107317073170735,0.0001616585365853659,0.00022487804878048784,0.0002479756097560976,0.00010943902439024393,3.494146341463415e-05,9.609756097560977e-06
1.29e-05,0.00494,15500000.0,150.0,2.34e+17,0.00011,0.3652,0.61967,8.94e-06,7.8e-06,0.00374,0.00607,15.467951219512194,2.011,3.467804878048781e-06,1.57e-11,2.248048780487805e-05,0.00027214634146341464,0.00016231707317073172,0.0002257560975609756,0.0002489512195121951,0.00010987804878048781,3.5082926829268295e-05,9.649512195121952e-06
1.3e-05,0.00496,15500000.0,150.0,2.34e+17,0.00011,0.3652,0.61967,8.94e-06,7.8e-06,0.00374,0.00607,15.46790243902439,2.011,3.495609756097561e-06,1.57e-11,2.26609756097561e-05,0.0002742926829268293,0.00016363414634146343,0.00022751219512195123,0.00025090243902439025,0.00011075609756097562,3.5365853658536584e-05,9.729024390243903e-06
1.31e-05,0.00497,15500000.0,150.0,2.34e+17,0.00011,0.36521,0.61966,8.95e-06,7.8e-06,0.00374,0.00607,15.467878048780488,2.011,3.509512195121951e-06,1.57e-11,2.275121951219512e-05,0.00027536585365853656,0.00016429268292682926,0.000228390243902439,0.00025187804878048776,0.0001111951219512195,3.550731707317073e-05,9.768780487804877e-06
1.32e-05,0.00499,15500000.0,150.0,2.34e+17,0.00011,0.36521,0.61966,8.95e-06,7.8e-06,0.00374,0.00607,15.467829268292682,2.011,3.5373170731707313e-06,1.57e-11,2.293170731707317e-05,0.0002775121951219512,0.00016560975609756096,0.00023014634146341462,0.0002538292682926829,0.00011207317073170732,3.579024390243902e-05,9.848292682926827e-06
1.34e-05,0.005,15500000.0,150.0,2.34e+17,0.00011,0.36522,0.61966,8.95e-06,7.8e-06,0.00374,0.00607,15.467804878048781,2.011,3.551219512195122e-06,1.57e-11,2.3021951219512197e-05,0.00027858536585365854,0.00016626829268292685,0.00023102439024390246,0.0002548048780487805,0.00011251219512195124,3.593170731707317e-05,9.888048780487805e-06
1.35e-05,0.00502,15500000.0,150.0,2.34e+17,0.00011,0.36522,0.61965,8.95e-06,7.8e-06,0.00374,0.00607,15.467756097560976,2.011,3.579024390243903e-06,1.57e-11,2.3202439024390246e-05,0.0002807317073170732,0.00016758536585365855,0.00023278048780487807,0.00025675609756097565,0.00011339024390243904,3.6214634146341466e-05,9.967560975609757e-06
1.36e-05,0.00503,15500000.0,150.0,2.34e+17,0.00011,0.36522,0.61965,8.95e-06,7.8e-06,0.00374,0.00607,15.467731707317073,2.011,3.5929268292682924e-06,1.57e-11,2.3292682926829267e-05,0.00028180487804878047,0.00016824390243902438,0.00023365853658536583,0.00025773170731707316,0.00011382926829268292,3.6356097560975604e-05,1.000731707317073e-05
1.37e-05,0.00505,15500000.0,150.0,2.34e+17,0.00012,0.36523,0.61964,8.95e-06,7.8e-06,0.00374,0.00607,15.46768292682927,2.011,3.620731707317073e-06,1.57e-11,2.3473170731707316e-05,0.0002839512195121951,0.0001695609756097561,0.00023541463414634146,0.0002596829268292683,0.00011470731707317074,3.66390243902439e-05,1.0086829268292683e-05
1.39e-05,0.00507,15500000.0,150.0,2.34e+17,0.00012,0.36523,0.61964,8.95e-06,7.8e-06,0.00374,0.00607,15.467634146341464,2.011,3.6485365853658538e-06,1.57e-11,2.3653658536585366e-05,0.00028609756097560974,0.0001708780487804878,0.00023717073170731706,0.0002616341463414634,0.00011558536585365854,3.6921951219512196e-05,1.0166341463414634e-05
1.4e-05,0.00508,15500000.0,150.0,2.34e+17,0.00012,0.36524,0.61963,8.95e-06,7.8e-06,0.00374,0.00607,15.467609756097561,2.011,3.6624390243902446e-06,1.57e-11,2.3743902439024394e-05,0.00028717073170731714,0.00017153658536585368,0.0002380487804878049,0.000262609756097561,0.00011602439024390246,3.706341463414635e-05,1.0206097560975612e-05
1.41e-05,0.0051,15500000.0,150.0,2.34e+17,0.00012,0.36524,0.61963,8.95e-06,7.8e-06,0.00374,0.00607,15.467560975609757,2.011,3.6902439024390253e-06,1.57e-11,2.3924390243902443e-05,0.00028931707317073177,0.00017285365853658542,0.00023980487804878053,0.0002645609756097561,0.00011690243902439027,3.734634146341464e-05,1.0285609756097563e-05
1.43e-05,0.00511,15500000.0,150.0,2.34e+17,0.00012,0.36525,0.61962,8.95e-06,7.8e-06,0.00374,0.00607,15.467536585365854,2.011,3.704146341463415e-06,1.57e-11,2.4014634146341464e-05,0.00029039024390243906,0.00017351219512195122,0.0002406829268292683,0.00026553658536585364,0.00011734146341463415,3.748780487804878e-05,1.0325365853658538e-05
1.44e-05,0.00513,15500000.0,150.0,2.34e+17,0.00012,0.36525,0.61962,8.95e-06,7.8e-06,0.00374,0.00607,15.467487804878049,2.011,3.7319512195121955e-06,1.57e-11,2.4195121951219513e-05,0.0002925365853658537,0.00017482926829268295,0.0002424390243902439,0.00026748780487804877,0.00011821951219512196,3.777073170731708e-05,1.0404878048780488e-05
1.45e-05,0.00514,15500000.0,150.0,2.34e+17,0.00012,0.36526,0.61962,8.95e-06,7.8e-06,0.00374,0.00607,15.467463414634146,2.011,3.745853658536585e-06,1.57e-11,2.4285365853658534e-05,0.00029360975609756093,0.00017548780487804878,0.00024331707317073168,0.00026846341463414633,0.00011865853658536585,3.7912195121951215e-05,1.0444634146341462e-05
1.46e-05,0.00516,15500000.0,150.0,2.34e+17,0.00012,0.36526,0.61961,8.95e-06,7.8e-06,0.00374,0.00607,15.467414634146342,2.011,3.7736585365853657e-06,1.57e-11,2.4465853658536584e-05,0.00029575609756097557,0.0001768048780487805,0.0002450731707317073,0.0002704146341463414,0.00011953658536585365,3.819512195121951e-05,1.0524146341463413e-05
1.48e-05,0.00517,15500000.0,150.0,2.34e+17,0.00012,0.36527,0.61961,8.95e-06,7.8e-06,0.00374,0.00607,15.46739024390244,2.011,3.7875609756097565e-06,1.57e-11,2.455609756097561e-05,0.00029682926829268296,0.00017746341463414637,0.00024595121951219515,0.00027139024390243903,0.00011997560975609757,3.833658536585366e-05,1.0563902439024391e-05
1.49e-05,0.00519,15500000.0,150.0,2.33e+17,0.00013,0.36527,0.6196,8.95e-06,7.8e-06,0.00374,0.00607,15.467341463414634,2.011,3.815365853658537e-06,1.57e-11,2.473658536585366e-05,0.0002989756097560976,0.00017878048780487808,0.00024770731707317073,0.00027334146341463416,0.00012085365853658539,3.861951219512196e-05,1.0643414634146343e-05
1.51e-05,0.00521,15500000.0,150.0,2.33e+17,0.00013,0.36528,0.6196,8.95e-06,7.8e-06,0.00374,0.00607,15.46729268292683,2.011,3.843170731707318e-06,1.57e-11,2.491707317073171e-05,0.00030112195121951223,0.0001800975609756098,0.00024946341463414636,0.0002752926829268293,0.00012173170731707319,3.890243902439025e-05,1.0722926829268294e-05
1.52e-05,0.00522,15500000.0,150.0,2.33e+17,0.00013,0.36528,0.61959,8.95e-06,7.8e-06,0.00374,0.00607,15.467268292682927,2.011,3.8570731707317075e-06,1.57e-11,2.500731707317073e-05,0.0003021951219512195,0.00018075609756097562,0.00025034146341463415,0.0002762682926829268,0.00012217073170731708,3.9043902439024386e-05,1.0762682926829269e-05
1.53e-05,0.00524,15500000.0,150.0,2.33e+17,0.00013,0.36529,0.61959,8.95e-06,7.8e-06,0.00374,0.00607,15.467219512195122,2.011,3.884878048780488e-06,1.57e-11,2.518780487804878e-05,0.00030434146341463416,0.00018207317073170733,0.0002520975609756097,0.00027821951219512194,0.00012304878048780487,3.932682926829268e-05,1.084219512195122e-05
1.55e-05,0.00526,15500000.0,150.0,2.33e+17,0.00013,0.36529,0.61958,8.95e-06,7.8e-06,0.00374,0.00607,15.467170731707318,2.011,3.912682926829268e-06,1.57e-11,2.536829268292683e-05,0.0003064878048780488,0.00018339024390243903,0.00025385365853658535,0.0002801707317073171,0.00012392682926829269,3.960975609756098e-05,1.092170731707317e-05
1.56e-05,0.00527,15500000.0,150.0,2.33e+17,0.00013,0.36529,0.61958,8.95e-06,7.8e-06,0.00374,0.00607,15.467146341463415,2.011,3.926585365853659e-06,1.57e-11,2.5458536585365858e-05,0.00030756097560975614,0.00018404878048780492,0.0002547317073170732,0.0002811463414634147,0.0001243658536585366,3.975121951219513e-05,1.0961463414634148e-05
1.58e-05,0.00529,15500000.0,150.0,2.33e+17,0.00013,0.3653,0.61957,8.95e-06,7.8e-06,0.00374,0.00607,15.46709756097561,2.011,3.95439024390244e-06,1.57e-11,2.5639024390243907e-05,0.0003097073170731708,0.00018536585365853663,0.0002564878048780488,0.0002830975609756098,0.00012524390243902442,4.003414634146342e-05,1.10409756097561e-05
1.59e-05,0.0053,15500000.0,150.0,2.33e+17,0.00013,0.3653,0.61957,8.95e-06,7.8e-06,0.00374,0.00607,15.467073170731707,2.011,3.9682926829268295e-06,1.57e-11,2.5729268292682928e-05,0.00031078048780487806,0.00018602439024390245,0.0002573658536585366,0.00028407317073170734,0.00012568292682926832,4.0175609756097564e-05,1.1080731707317074e-05
1.61e-05,0.00532,15500000.0,150.0,2.33e+17,0.00013,0.36531,0.61956,8.95e-06,7.8e-06,0.00374,0.00607,15.467024390243903,2.011,3.99609756097561e-06,1.57e-11,2.5909756097560977e-05,0.0003129268292682927,0.00018734146341463416,0.0002591219512195122,0.00028602439024390247,0.0001265609756097561,4.045853658536586e-05,1.1160243902439025e-05
1.62e-05,0.00534,15500000.0,150.0,2.33e+17,0.00014,0.36531,0.61956,8.95e-06,7.8e-06,0.00374,0.00607,15.466951219512195,2.011,4.025121951219512e-06,1.57e-11,2.609756097560976e-05,0.00031514634146341465,0.0001886829268292683,0.0002609756097560976,0.00028807317073170733,0.0001274878048780488,4.075121951219513e-05,1.1241463414634148e-05
1.64e-05,0.00535,15500000.0,150.0,2.33e+17,0.00014,0.36532,0.61955,8.95e-06,7.8e-06,0.00374,0.00607,15.466902439024391,2.011,4.040243902439024e-06,1.57e-11,2.619512195121951e-05,0.00031629268292682926,0.0001893658536585366,0.0002619512195121951,0.0002891463414634146,0.00012797560975609756,4.090243902439024e-05,1.1282926829268292e-05
1.65e-05,0.00537,15500000.0,150.0,2.33e+17,0.00014,0.36533,0.61955,8.95e-06,7.8e-06,0.00374,0.00607,15.46680487804878,2.011,4.070487804878048e-06,1.57e-11,2.6390243902439024e-05,0.00031858536585365854,0.00019073170731707316,0.00026390243902439024,0.00029129268292682925,0.00012895121951219513,4.120487804878049e-05,1.1365853658536585e-05
1.67e-05,0.00539,15500000.0,150.0,2.33e+17,0.00014,0.36533,0.61954,8.96e-06,7.8e-06,0.00374,0.00607,15.46670731707317,2.011,4.100731707317073e-06,1.57e-11,2.6585365853658536e-05,0.0003208780487804878,0.00019209756097560976,0.0002658536585365854,0.0002934390243902439,0.0001299268292682927,4.150731707317073e-05,1.1448780487804878e-05
1.68e-05,0.0054,15500000.0,150.0,2.33e+17,0.00014,0.36534,0.61954,8.96e-06,7.8e-06,0.00374,0.00607,15.466658536585367,2.011,4.115853658536586e-06,1.57e-11,2.6682926829268297e-05,0.0003220243902439025,0.00019278048780487807,0.00026682926829268294,0.0002945121951219513,0.00013041463414634148,4.165853658536586e-05,1.1490243902439026e-05
1.7e-05,0.00542,15500000.0,150.0,2.33e+17,0.00014,0.36534,0.61953,8.96e-06,7.79e-06,0.00374,0.00607,15.466560975609756,2.011,4.1460975609756105e-06,1.57e-11,2.687804878048781e-05,0.00032431707317073175,0.00019414634146341467,0.00026878048780487807,0.0002966585365853659,0.00013139024390243904,4.196097560975611e-05,1.1573170731707318e-05
1.71e-05,0.00544,15500000.0,150.0,2.33e+17,0.00014,0.36535,0.61953,8.96e-06,7.79e-06,0.00374,0.00607,15.466463414634147,2.011,4.176341463414635e-06,1.57e-11,2.7073170731707323e-05,0.00032660975609756103,0.00019551219512195124,0.0002707317073170732,0.00029880487804878056,0.0001323658536585366,4.2263414634146345e-05,1.1656097560975611e-05
1.73e-05,0.00545,15500000.0,150.0,2.33e+17,0.00014,0.36535,0.61952,8.96e-06,7.79e-06,0.00374,0.00607,15.466414634146341,2.011,4.1914634146341465e-06,1.57e-11,2.7170731707317074e-05,0.00032775609756097564,0.0001961951219512195,0.0002717073170731707,0.0002998780487804878,0.00013285365853658537,4.241463414634146e-05,1.1697560975609757e-05
1.75e-05,0.00547,15500000.0,150.0,2.33e+17,0.00015,0.36536,0.61952,8.96e-06,7.79e-06,0.00374,0.00607,15.466317073170732,2.011,4.221707317073171e-06,1.57e-11,2.7365853658536586e-05,0.00033004878048780486,0.0001975609756097561,0.00027365853658536585,0.0003020243902439024,0.00013382926829268293,4.2717073170731706e-05,1.178048780487805e-05
1.76e-05,0.00549,15500000.0,150.0,2.33e+17,0.00015,0.36536,0.61951,8.96e-06,7.79e-06,0.00374,0.00607,15.466219512195122,2.011,4.251951219512195e-06,1.57e-11,2.75609756097561e-05,0.00033234146341463414,0.0001989268292682927,0.000275609756097561,0.0003041707317073171,0.0001348048780487805,4.301951219512195e-05,1.1863414634146341e-05
1.78e-05,0.0055,15500000.0,150.0,2.33e+17,0.00015,0.36537,0.6195,8.96e-06,7.79e-06,0.00374,0.00607,15.466170731707317,2.011,4.267073170731707e-06,1.57e-11,2.765853658536585e-05,0.00033348780487804875,0.00019960975609756095,0.0002765853658536585,0.00030524390243902435,0.00013529268292682926,4.3170731707317066e-05,1.1904878048780487e-05
1.79e-05,0.00552,15500000.0,150.0,2.33e+17,0.00015,0.36537,0.6195,8.96e-06,7.79e-06,0.00374,0.00607,15.466073170731708,2.011,4.297317073170731e-06,1.57e-11,2.7853658536585363e-05,0.000335780487804878,0.00020097560975609752,0.0002785365853658536,0.000307390243902439,0.00013626829268292682,4.347317073170731e-05,1.198780487804878e-05
1.81e-05,0.00554,15500000.0,150.0,2.33e+17,0.00015,0.36538,0.61949,8.96e-06,7.79e-06,0.00374,0.00607,15.465975609756098,2.011,4.327560975609756e-06,1.57e-11,2.8048780487804875e-05,0.0003380731707317073,0.00020234146341463412,0.00028048780487804876,0.0003095365853658536,0.0001372439024390244,4.3775609756097556e-05,1.2070731707317073e-05
1.83e-05,0.00555,15500000.0,150.0,2.33e+17,0.00015,0.36538,0.61949,8.96e-06,7.79e-06,0.00374,0.00607,15.465926829268293,2.011,4.342682926829268e-06,1.57e-11,2.8146341463414637e-05,0.00033921951219512196,0.00020302439024390243,0.0002814634146341463,0.000310609756097561,0.00013773170731707317,4.3926829268292685e-05,1.211219512195122e-05
