R/R_sun,T_6,log10(n_e/N_A),M/M_sun,X 7Be,pp nu frac,b8 nu frac,N13 frac,O15 frac,F17 frac,Be7 frac,pep frac,hep frac
0.1373,11.52,1.714,1.04E-03,5.28E-13,2.55E-03,3.52E-05,2.61E-04,1.12E-04,7.08E-05,6.39E-04,2.19E-03,2.72E-03
0.1377,11.504,1.713,1.05E-03,5.18E-13,2.54E-03,3.39E-05,2.82E-04,1.09E-04,6.85E-05,6.28E-04,2.17E-03,2.72E-03
0.13811,11.489,1.712,1.05E-03,5.09E-13,2.53E-03,3.26E-05,3.06E-04,1.05E-04,6.63E-05,6.16E-04,2.15E-03,2.71E-03
0.13852,11.473,1.71,1.05E-03,5.00E-13,2.51E-03,3.14E-05,3.33E-04,1.02E-04,6.41E-05,6.05E-04,2.14E-03,2.71E-03
0.13893,11.457,1.709,1.05E-03,4.91E-13,2.50E-03,3.02E-05,3.62E-04,9.90E-05,6.20E-05,5.94E-04,2.12E-03,2.70E-03
0.13934,11.441,1.707,1.06E-03,4.82E-13,2.49E-03,2.91E-05,3.93E-04,9.59E-05,5.99E-05,5.83E-04,2.10E-03,2.70E-03
0.13975,11.425,1.706,1.06E-03,4.74E-13,2.47E-03,2.80E-05,4.27E-04,9.29E-05,5.79E-05,5.73E-04,2.08E-03,2.69E-03
0.14016,11.409,1.705,1.06E-03,4.65E-13,2.46E-03,2.69E-05,4.64E-04,9.00E-05,5.60E-05,5.62E-04,2.07E-03,2.69E-03
0.14057,11.393,1.703,1.06E-03,4.57E-13,2.45E-03,2.59E-05,5.04E-04,8.71E-05,5.42E-05,5.52E-04,2.05E-03,2.68E-03
0.14098,11.377,1.702,1.07E-03,4.48E-13,2.43E-03,2.49E-05,5.46E-04,8.44E-05,5.24E-05,5.42E-04,2.03E-03,2.68E-03
0.14139,11.362,1.7,1.07E-03,4.40E-13,2.42E-03,2.39E-05,5.91E-04,8.17E-05,5.06E-05,5.32E-04,2.02E-03,2.67E-03
0.1418,11.346,1.699,1.07E-03,4.32E-13,2.40E-03,2.30E-05,6.40E-04,7.90E-05,4.89E-05,5.22E-04,2.00E-03,2.67E-03
0.14221,11.33,1.698,1.07E-03,4.25E-13,2.39E-03,2.22E-05,6.91E-04,7.65E-05,4.73E-05,5.12E-04,1.98E-03,2.66E-03
0.14262,11.314,1.696,1.07E-03,4.17E-13,2.38E-03,2.13E-05,7.43E-04,7.40E-05,4.57E-05,5.03E-04,1.97E-03,2.66E-03
0.14303,11.298,1.695,1.08E-03,4.09E-13,2.36E-03,2.05E-05,7.99E-04,7.15E-05,4.42E-05,4.93E-04,1.95E-03,2.65E-03
0.14344,11.283,1.693,1.08E-03,4.02E-13,2.35E-03,1.97E-05,8.58E-04,6.91E-05,4.27E-05,4.84E-04,1.93E-03,2.65E-03
0.14385,11.267,1.692,1.08E-03,3.95E-13,2.34E-03,1.89E-05,9.19E-04,6.68E-05,4.12E-05,4.75E-04,1.92E-03,2.64E-03
0.14426,11.251,1.69,1.08E-03,3.88E-13,2.32E-03,1.82E-05,9.83E-04,6.46E-05,3.99E-05,4.66E-04,1.90E-03,2.63E-03
0.14467,11.235,1.689,1.09E-03,3.81E-13,2.31E-03,1.75E-05,1.05E-03,6.24E-05,3.85E-05,4.57E-04,1.88E-03,2.63E-03
0.14508,11.219,1.688,1.09E-03,3.74E-13,2.30E-03,1.68E-05,1.12E-03,6.02E-05,3.72E-05,4.49E-04,1.87E-03,2.62E-03
0.14549,11.204,1.686,1.09E-03,3.67E-13,2.28E-03,1.62E-05,1.18E-03,5.81E-05,3.59E-05,4.40E-04,1.85E-03,2.62E-03
0.1459,11.188,1.685,1.09E-03,3.60E-13,2.27E-03,1.56E-05,1.26E-03,5.61E-05,3.47E-05,4.32E-04,1.83E-03,2.61E-03
0.14631,11.172,1.683,1.09E-03,3.54E-13,2.25E-03,1.50E-05,1.33E-03,5.41E-05,3.35E-05,4.24E-04,1.82E-03,2.60E-03
0.14672,11.157,1.682,1.10E-03,3.47E-13,2.24E-03,1.44E-05,1.40E-03,5.22E-05,3.24E-05,4.16E-04,1.80E-03,2.60E-03
0.14713,11.141,1.68,1.10E-03,3.41E-13,2.23E-03,1.38E-05,1.48E-03,5.03E-05,3.13E-05,4.08E-04,1.79E-03,2.59E-03
0.14754,11.125,1.679,1.10E-03,3.35E-13,2.21E-03,1.33E-05,1.55E-03,4.85E-05,3.02E-05,4.00E-04,1.77E-03,2.58E-03
0.14795,11.11,1.678,1.10E-03,3.29E-13,2.20E-03,1.28E-05,1.63E-03,4.67E-05,2.92E-05,3.93E-04,1.75E-03,2.58E-03
0.14836,11.094,1.676,1.10E-03,3.23E-13,2.19E-03,1.23E-05,1.70E-03,4.49E-05,2.82E-05,3.85E-04,1.74E-03,2.57E-03
0.14877,11.078,1.675,1.11E-03,3.17E-13,2.17E-03,1.18E-05,1.78E-03,4.33E-05,2.72E-05,3.78E-04,1.72E-03,2.56E-03
0.14918,11.063,1.673,1.11E-03,3.11E-13,2.16E-03,1.13E-05,1.86E-03,4.16E-05,2.63E-05,3.70E-04,1.71E-03,2.56E-03
0.14959,11.047,1.672,1.11E-03,3.05E-13,2.15E-03,1.09E-05,1.93E-03,4.00E-05,2.53E-05,3.63E-04,1.69E-03,2.55E-03
0.15,11.032,1.67,1.11E-03,3.00E-13,2.13E-03,1.04E-05,2.01E-03,3.85E-05,2.45E-05,3.56E-04,1.67E-03,2.54E-03
0.15041,11.016,1.669,1.11E-03,2.94E-13,2.12E-03,1.00E-05,2.08E-03,3.70E-05,2.36E-05,3.49E-04,1.66E-03,2.54E-03
0.15082,11.001,1.667,1.12E-03,2.89E-13,2.10E-03,9.63E-06,2.15E-03,3.55E-05,2.28E-05,3.43E-04,1.64E-03,2.53E-03
0.15123,10.985,1.666,1.12E-03,2.83E-13,2.09E-03,9.24E-06,2.23E-03,3.41E-05,2.20E-05,3.36E-04,1.63E-03,2.52E-03
0.15164,10.969,1.664,1.12E-03,2.78E-13,2.08E-03,8.88E-06,2.30E-03,3.27E-05,2.12E-05,3.30E-04,1.61E-03,2.51E-03
0.15205,10.954,1.663,1.12E-03,2.73E-13,2.06E-03,8.53E-06,2.37E-03,3.14E-05,2.05E-05,3.23E-04,1.60E-03,2.51E-03
0.15246,10.938,1.662,1.12E-03,2.68E-13,2.05E-03,8.19E-06,2.43E-03,3.01E-05,1.98E-05,3.17E-04,1.58E-03,2.50E-03
0.15287,10.923,1.66,1.13E-03,2.63E-13,2.04E-03,7.86E-06,2.50E-03,2.89E-05,1.91E-05,3.11E-04,1.57E-03,2.49E-03
0.15328,10.908,1.659,1.13E-03,2.58E-13,2.02E-03,7.55E-06,2.56E-03,2.77E-05,1.84E-05,3.05E-04,1.55E-03,2.49E-03
0.15369,10.892,1.657,1.13E-03,2.54E-13,2.01E-03,7.25E-06,2.62E-03,2.65E-05,1.78E-05,2.99E-04,1.54E-03,2.48E-03
0.1541,10.877,1.656,1.13E-03,2.49E-13,2.00E-03,6.96E-06,2.68E-03,2.54E-05,1.72E-05,2.93E-04,1.52E-03,2.47E-03
0.15451,10.861,1.654,1.13E-03,2.44E-13,1.98E-03,6.68E-06,2.73E-03,2.43E-05,1.65E-05,2.87E-04,1.51E-03,2.46E-03
0.15492,10.846,1.653,1.14E-03,2.40E-13,1.97E-03,6.41E-06,2.78E-03,2.32E-05,1.60E-05,2.82E-04,1.49E-03,2.45E-03
0.15533,10.831,1.651,1.14E-03,2.35E-13,1.95E-03,6.16E-06,2.83E-03,2.22E-05,1.54E-05,2.76E-04,1.48E-03,2.45E-03
0.15574,10.815,1.65,1.14E-03,2.31E-13,1.94E-03,5.91E-06,2.88E-03,2.12E-05,1.49E-05,2.71E-04,1.46E-03,2.44E-03
0.15615,10.8,1.648,1.14E-03,2.27E-13,1.93E-03,5.67E-06,2.92E-03,2.03E-05,1.43E-05,2.65E-04,1.45E-03,2.43E-03
0.15656,10.785,1.647,1.14E-03,2.22E-13,1.91E-03,5.44E-06,2.96E-03,1.94E-05,1.38E-05,2.60E-04,1.43E-03,2.42E-03
0.15697,10.769,1.645,1.14E-03,2.18E-13,1.90E-03,5.22E-06,3.00E-03,1.85E-05,1.33E-05,2.55E-04,1.42E-03,2.42E-03
0.15738,10.754,1.644,1.15E-03,2.14E-13,1.89E-03,5.01E-06,3.03E-03,1.76E-05,1.29E-05,2.50E-04,1.41E-03,2.41E-03
0.15779,10.739,1.642,1.15E-03,2.10E-13,1.87E-03,4.81E-06,3.06E-03,1.68E-05,1.24E-05,2.45E-04,1.39E-03,2.40E-03
0.1582,10.723,1.641,1.15E-03,2.06E-13,1.86E-03,4.62E-06,3.09E-03,1.60E-05,1.20E-05,2.40E-04,1.38E-03,2.39E-03
0.15861,10.708,1.639,1.15E-03,2.03E-13,1.85E-03,4.43E-06,3.11E-03,1.53E-05,1.15E-05,2.35E-04,1.36E-03,2.38E-03
0.15902,10.693,1.638,1.15E-03,1.99E-13,1.83E-03,4.25E-06,3.13E-03,1.46E-05,1.11E-05,2.31E-04,1.35E-03,2.37E-03
0.15943,10.678,1.636,1.15E-03,1.95E-13,1.82E-03,4.08E-06,3.15E-03,1.39E-05,1.07E-05,2.26E-04,1.34E-03,2.37E-03
0.15984,10.663,1.635,1.16E-03,1.92E-13,1.81E-03,3.91E-06,3.16E-03,1.32E-05,1.03E-05,2.21E-04,1.32E-03,2.36E-03
0.16025,10.648,1.633,1.16E-03,1.88E-13,1.80E-03,3.75E-06,3.17E-03,1.26E-05,9.96E-06,2.17E-04,1.31E-03,2.35E-03
0.16066,10.632,1.632,1.16E-03,1.84E-13,1.78E-03,3.60E-06,3.18E-03,1.20E-05,9.60E-06,2.13E-04,1.30E-03,2.34E-03
0.16107,10.617,1.63,1.16E-03,1.81E-13,1.77E-03,3.45E-06,3.19E-03,1.14E-05,9.26E-06,2.08E-04,1.28E-03,2.33E-03
0.16148,10.602,1.629,1.16E-03,1.78E-13,1.76E-03,3.31E-06,3.19E-03,1.08E-05,8.92E-06,2.04E-04,1.27E-03,2.32E-03
0.16189,10.587,1.627,1.16E-03,1.74E-13,1.74E-03,3.18E-06,3.19E-03,1.03E-05,8.60E-06,2.00E-04,1.26E-03,2.31E-03
0.1623,10.572,1.626,1.16E-03,1.71E-13,1.73E-03,3.05E-06,3.18E-03,9.75E-06,8.29E-06,1.96E-04,1.24E-03,2.31E-03
0.1627,10.557,1.624,1.17E-03,1.68E-13,1.72E-03,2.92E-06,3.17E-03,9.26E-06,7.99E-06,1.92E-04,1.23E-03,2.30E-03
0.16311,10.542,1.623,1.17E-03,1.65E-13,1.70E-03,2.80E-06,3.16E-03,8.79E-06,7.70E-06,1.88E-04,1.22E-03,2.29E-03
0.16352,10.527,1.621,1.17E-03,1.62E-13,1.69E-03,2.69E-06,3.15E-03,8.35E-06,7.42E-06,1.84E-04,1.20E-03,2.28E-03
0.16393,10.512,1.62,1.17E-03,1.59E-13,1.68E-03,2.58E-06,3.14E-03,7.92E-06,7.15E-06,1.81E-04,1.19E-03,2.27E-03
0.16434,10.497,1.618,1.17E-03,1.56E-13,1.67E-03,2.47E-06,3.12E-03,7.52E-06,6.89E-06,1.77E-04,1.18E-03,2.26E-03
0.16475,10.482,1.617,1.17E-03,1.53E-13,1.65E-03,2.37E-06,3.10E-03,7.13E-06,6.64E-06,1.73E-04,1.17E-03,2.25E-03
0.16516,10.467,1.615,1.17E-03,1.50E-13,1.64E-03,2.27E-06,3.08E-03,6.76E-06,6.40E-06,1.70E-04,1.15E-03,2.24E-03
0.16557,10.452,1.614,1.18E-03,1.47E-13,1.63E-03,2.18E-06,3.05E-03,6.41E-06,6.17E-06,1.66E-04,1.14E-03,2.24E-03
0.16598,10.437,1.612,1.18E-03,1.44E-13,1.62E-03,2.09E-06,3.03E-03,6.08E-06,5.94E-06,1.63E-04,1.13E-03,2.23E-03
0.16639,10.422,1.611,1.18E-03,1.42E-13,1.60E-03,2.00E-06,3.00E-03,5.76E-06,5.72E-06,1.60E-04,1.12E-03,2.22E-03
0.1668,10.408,1.609,1.18E-03,1.39E-13,1.59E-03,1.92E-06,2.97E-03,5.46E-06,5.52E-06,1.57E-04,1.11E-03,2.21E-03
0.16721,10.393,1.608,1.18E-03,1.37E-13,1.58E-03,1.84E-06,2.94E-03,5.18E-06,5.31E-06,1.53E-04,1.09E-03,2.20E-03
0.16762,10.378,1.606,1.18E-03,1.34E-13,1.57E-03,1.76E-06,2.91E-03,4.90E-06,5.12E-06,1.50E-04,1.08E-03,2.19E-03
0.16803,10.363,1.605,1.18E-03,1.31E-13,1.55E-03,1.69E-06,2.87E-03,4.65E-06,4.93E-06,1.47E-04,1.07E-03,2.18E-03
0.16844,10.348,1.603,1.19E-03,1.29E-13,1.54E-03,1.62E-06,2.84E-03,4.40E-06,4.75E-06,1.44E-04,1.06E-03,2.17E-03
0.16885,10.334,1.601,1.19E-03,1.27E-13,1.53E-03,1.55E-06,2.80E-03,4.17E-06,4.57E-06,1.41E-04,1.05E-03,2.16E-03
0.16926,10.319,1.6,1.19E-03,1.24E-13,1.52E-03,1.49E-06,2.76E-03,3.95E-06,4.41E-06,1.38E-04,1.03E-03,2.15E-03
0.16967,10.304,1.598,1.19E-03,1.22E-13,1.50E-03,1.43E-06,2.73E-03,3.74E-06,4.24E-06,1.35E-04,1.02E-03,2.15E-03
0.17008,10.29,1.597,1.19E-03,1.20E-13,1.49E-03,1.37E-06,2.69E-03,3.54E-06,4.09E-06,1.33E-04,1.01E-03,2.14E-03
0.17049,10.275,1.595,1.19E-03,1.17E-13,1.48E-03,1.31E-06,2.65E-03,3.36E-06,3.94E-06,1.30E-04,1.00E-03,2.13E-03
0.1709,10.26,1.594,1.19E-03,1.15E-13,1.47E-03,1.26E-06,2.61E-03,3.18E-06,3.79E-06,1.27E-04,9.89E-04,2.12E-03
0.17131,10.246,1.592,1.19E-03,1.13E-13,1.46E-03,1.20E-06,2.56E-03,3.01E-06,3.65E-06,1.25E-04,9.78E-04,2.11E-03
0.17172,10.231,1.591,1.19E-03,1.11E-13,1.44E-03,1.15E-06,2.52E-03,2.85E-06,3.51E-06,1.22E-04,9.67E-04,2.10E-03
0.17213,10.217,1.589,1.20E-03,1.09E-13,1.43E-03,1.11E-06,2.48E-03,2.70E-06,3.38E-06,1.19E-04,9.56E-04,2.09E-03
0.17254,10.202,1.587,1.20E-03,1.07E-13,1.42E-03,1.06E-06,2.44E-03,2.56E-06,3.26E-06,1.17E-04,9.45E-04,2.08E-03
0.17295,10.187,1.586,1.20E-03,1.05E-13,1.41E-03,1.02E-06,2.39E-03,2.43E-06,3.14E-06,1.15E-04,9.34E-04,2.07E-03
0.17336,10.173,1.584,1.20E-03,1.03E-13,1.40E-03,9.72E-07,2.35E-03,2.30E-06,3.02E-06,1.12E-04,9.24E-04,2.06E-03
0.17377,10.158,1.583,1.20E-03,1.01E-13,1.39E-03,9.31E-07,2.30E-03,2.18E-06,2.91E-06,1.10E-04,9.13E-04,2.05E-03
0.17418,10.144,1.581,1.20E-03,9.89E-14,1.37E-03,8.92E-07,2.26E-03,2.07E-06,2.80E-06,1.08E-04,9.03E-04,2.04E-03
0.17459,10.129,1.58,1.20E-03,9.71E-14,1.36E-03,8.55E-07,2.22E-03,1.96E-06,2.69E-06,1.05E-04,8.92E-04,2.03E-03
0.175,10.115,1.578,1.20E-03,9.53E-14,1.35E-03,8.19E-07,2.17E-03,1.86E-06,2.59E-06,1.03E-04,8.82E-04,2.02E-03
0.17541,10.101,1.576,1.20E-03,9.35E-14,1.34E-03,7.84E-07,2.13E-03,1.77E-06,2.50E-06,1.01E-04,8.72E-04,2.01E-03
0.17582,10.086,1.575,1.21E-03,9.17E-14,1.33E-03,7.51E-07,2.08E-03,1.68E-06,2.40E-06,9.88E-05,8.62E-04,2.00E-03
0.17623,10.072,1.573,1.21E-03,9.00E-14,1.32E-03,7.20E-07,2.04E-03,1.59E-06,2.31E-06,9.67E-05,8.52E-04,2.00E-03
0.17664,10.058,1.572,1.21E-03,8.83E-14,1.31E-03,6.89E-07,2.00E-03,1.51E-06,2.23E-06,9.47E-05,8.42E-04,1.99E-03
0.17705,10.043,1.57,1.21E-03,8.66E-14,1.29E-03,6.60E-07,1.95E-03,1.43E-06,2.14E-06,9.27E-05,8.32E-04,1.98E-03
0.17746,10.029,1.569,1.21E-03,8.50E-14,1.28E-03,6.32E-07,1.91E-03,1.36E-06,2.06E-06,9.08E-05,8.22E-04,1.97E-03
0.17787,10.015,1.567,1.21E-03,8.34E-14,1.27E-03,6.06E-07,1.87E-03,1.30E-06,1.98E-06,8.88E-05,8.13E-04,1.96E-03
0.17828,10,1.565,1.21E-03,8.18E-14,1.26E-03,5.80E-07,1.83E-03,1.23E-06,1.91E-06,8.70E-05,8.03E-04,1.95E-03
0.17869,9.986,1.564,1.21E-03,8.03E-14,1.25E-03,5.55E-07,1.79E-03,1.17E-06,1.84E-06,8.51E-05,7.94E-04,1.94E-03
0.1791,9.972,1.562,1.21E-03,7.88E-14,1.24E-03,5.32E-07,1.74E-03,1.11E-06,1.77E-06,8.33E-05,7.84E-04,1.93E-03
0.17951,9.958,1.561,1.21E-03,7.73E-14,1.23E-03,5.09E-07,1.70E-03,1.06E-06,1.70E-06,8.16E-05,7.75E-04,1.92E-03
0.17992,9.943,1.559,1.21E-03,7.59E-14,1.22E-03,4.88E-07,1.66E-03,1.01E-06,1.64E-06,7.99E-05,7.66E-04,1.91E-03
0.18033,9.929,1.557,1.21E-03,7.44E-14,1.21E-03,4.67E-07,1.62E-03,9.60E-07,1.58E-06,7.82E-05,7.57E-04,1.90E-03
0.18074,9.915,1.556,1.22E-03,7.30E-14,1.20E-03,4.47E-07,1.58E-03,9.14E-07,1.52E-06,7.65E-05,7.47E-04,1.89E-03
0.18115,9.901,1.554,1.22E-03,7.17E-14,1.19E-03,4.28E-07,1.54E-03,8.71E-07,1.46E-06,7.49E-05,7.38E-04,1.88E-03
0.18156,9.887,1.553,1.22E-03,7.03E-14,1.18E-03,4.10E-07,1.51E-03,8.30E-07,1.40E-06,7.33E-05,7.30E-04,1.87E-03
0.18197,9.873,1.551,1.22E-03,6.90E-14,1.17E-03,3.92E-07,1.47E-03,7.92E-07,1.35E-06,7.18E-05,7.21E-04,1.86E-03
0.18238,9.859,1.549,1.22E-03,6.77E-14,1.16E-03,3.76E-07,1.43E-03,7.55E-07,1.30E-06,7.02E-05,7.12E-04,1.85E-03
0.18279,9.845,1.548,1.22E-03,6.64E-14,1.14E-03,3.60E-07,1.40E-03,7.20E-07,1.25E-06,6.87E-05,7.03E-04,1.84E-03
0.1832,9.831,1.546,1.22E-03,6.52E-14,1.13E-03,3.44E-07,1.36E-03,6.87E-07,1.20E-06,6.73E-05,6.95E-04,1.83E-03
0.18361,9.817,1.545,1.22E-03,6.39E-14,1.12E-03,3.30E-07,1.32E-03,6.56E-07,1.16E-06,6.58E-05,6.86E-04,1.82E-03
0.18402,9.803,1.543,1.22E-03,6.27E-14,1.11E-03,3.15E-07,1.29E-03,6.26E-07,1.11E-06,6.44E-05,6.78E-04,1.81E-03
0.18443,9.789,1.541,1.22E-03,6.15E-14,1.10E-03,3.02E-07,1.26E-03,5.98E-07,1.07E-06,6.31E-05,6.70E-04,1.81E-03
0.18484,9.775,1.54,1.22E-03,6.04E-14,1.09E-03,2.89E-07,1.22E-03,5.72E-07,1.03E-06,6.17E-05,6.62E-04,1.80E-03
0.18525,9.761,1.538,1.22E-03,5.93E-14,1.08E-03,2.77E-07,1.19E-03,5.47E-07,9.89E-07,6.04E-05,6.53E-04,1.79E-03
0.18566,9.747,1.536,1.22E-03,5.81E-14,1.07E-03,2.65E-07,1.16E-03,5.23E-07,9.51E-07,5.91E-05,6.45E-04,1.78E-03
0.18607,9.733,1.535,1.22E-03,5.70E-14,1.06E-03,2.53E-07,1.13E-03,5.00E-07,9.14E-07,5.78E-05,6.37E-04,1.77E-03
0.18648,9.719,1.533,1.22E-03,5.59E-14,1.05E-03,2.43E-07,1.10E-03,4.78E-07,8.79E-07,5.66E-05,6.29E-04,1.76E-03
0.18689,9.706,1.532,1.23E-03,5.49E-14,1.05E-03,2.32E-07,1.07E-03,4.58E-07,8.46E-07,5.54E-05,6.22E-04,1.75E-03
0.1873,9.692,1.53,1.23E-03,5.39E-14,1.04E-03,2.22E-07,1.04E-03,4.38E-07,8.13E-07,5.42E-05,6.14E-04,1.74E-03
0.1877,9.678,1.528,1.23E-03,5.28E-14,1.03E-03,2.13E-07,1.01E-03,4.20E-07,7.82E-07,5.30E-05,6.06E-04,1.73E-03
0.18811,9.664,1.527,1.23E-03,5.18E-14,1.02E-03,2.03E-07,9.79E-04,4.02E-07,7.52E-07,5.19E-05,5.99E-04,1.72E-03
0.18852,9.651,1.525,1.23E-03,5.09E-14,1.01E-03,1.95E-07,9.51E-04,3.85E-07,7.23E-07,5.08E-05,5.91E-04,1.71E-03
0.18893,9.637,1.523,1.23E-03,4.99E-14,9.97E-04,1.86E-07,9.25E-04,3.69E-07,6.95E-07,4.97E-05,5.84E-04,1.70E-03
0.18934,9.623,1.522,1.23E-03,4.90E-14,9.88E-04,1.78E-07,8.98E-04,3.54E-07,6.68E-07,4.86E-05,5.76E-04,1.69E-03
0.18975,9.609,1.52,1.23E-03,4.80E-14,9.79E-04,1.71E-07,8.73E-04,3.39E-07,6.42E-07,4.76E-05,5.69E-04,1.68E-03
0.19016,9.596,1.518,1.23E-03,4.71E-14,9.69E-04,1.63E-07,8.48E-04,3.25E-07,6.18E-07,4.65E-05,5.62E-04,1.67E-03
0.19057,9.582,1.517,1.23E-03,4.63E-14,9.60E-04,1.56E-07,8.23E-04,3.12E-07,5.94E-07,4.55E-05,5.55E-04,1.66E-03
0.19098,9.569,1.515,1.23E-03,4.54E-14,9.51E-04,1.49E-07,7.99E-04,2.99E-07,5.71E-07,4.45E-05,5.48E-04,1.65E-03
0.19139,9.555,1.514,1.23E-03,4.45E-14,9.42E-04,1.43E-07,7.76E-04,2.87E-07,5.49E-07,4.36E-05,5.41E-04,1.65E-03
0.1918,9.541,1.512,1.23E-03,4.37E-14,9.33E-04,1.37E-07,7.53E-04,2.76E-07,5.27E-07,4.26E-05,5.34E-04,1.64E-03
0.19221,9.528,1.51,1.23E-03,4.29E-14,9.24E-04,1.31E-07,7.31E-04,2.65E-07,5.07E-07,4.17E-05,5.27E-04,1.63E-03
0.19262,9.514,1.509,1.23E-03,4.20E-14,9.16E-04,1.25E-07,7.10E-04,2.54E-07,4.87E-07,4.08E-05,5.20E-04,1.62E-03
0.19303,9.501,1.507,1.23E-03,4.12E-14,9.07E-04,1.20E-07,6.89E-04,2.44E-07,4.68E-07,3.99E-05,5.13E-04,1.61E-03
0.19344,9.487,1.505,1.23E-03,4.05E-14,8.98E-04,1.15E-07,6.68E-04,2.34E-07,4.50E-07,3.90E-05,5.07E-04,1.60E-03
0.19385,9.474,1.504,1.23E-03,3.97E-14,8.89E-04,1.10E-07,6.48E-04,2.25E-07,4.33E-07,3.82E-05,5.00E-04,1.59E-03
0.19426,9.46,1.502,1.23E-03,3.90E-14,8.81E-04,1.05E-07,6.29E-04,2.16E-07,4.16E-07,3.74E-05,4.94E-04,1.58E-03
0.19467,9.447,1.5,1.23E-03,3.82E-14,8.72E-04,1.00E-07,6.10E-04,2.08E-07,4.00E-07,3.65E-05,4.87E-04,1.57E-03
0.19508,9.434,1.499,1.23E-03,3.75E-14,8.64E-04,9.59E-08,5.91E-04,2.00E-07,3.84E-07,3.58E-05,4.81E-04,1.56E-03
0.19549,9.42,1.497,1.23E-03,3.68E-14,8.56E-04,9.17E-08,5.74E-04,1.92E-07,3.69E-07,3.50E-05,4.75E-04,1.55E-03
0.1959,9.407,1.495,1.23E-03,3.61E-14,8.47E-04,8.77E-08,5.56E-04,1.85E-07,3.55E-07,3.42E-05,4.69E-04,1.54E-03
0.19631,9.394,1.494,1.23E-03,3.54E-14,8.39E-04,8.39E-08,5.39E-04,1.77E-07,3.41E-07,3.35E-05,4.62E-04,1.54E-03
0.19672,9.38,1.492,1.23E-03,3.47E-14,8.31E-04,8.02E-08,5.23E-04,1.71E-07,3.27E-07,3.27E-05,4.56E-04,1.53E-03
0.19713,9.367,1.49,1.23E-03,3.41E-14,8.23E-04,7.67E-08,5.07E-04,1.64E-07,3.15E-07,3.20E-05,4.50E-04,1.52E-03
0.19754,9.354,1.489,1.23E-03,3.35E-14,8.15E-04,7.34E-08,4.91E-04,1.58E-07,3.02E-07,3.13E-05,4.44E-04,1.51E-03
0.19795,9.34,1.487,1.23E-03,3.28E-14,8.06E-04,7.02E-08,4.76E-04,1.52E-07,2.90E-07,3.06E-05,4.39E-04,1.50E-03
0.19836,9.327,1.485,1.23E-03,3.22E-14,7.99E-04,6.71E-08,4.61E-04,1.46E-07,2.79E-07,3.00E-05,4.33E-04,1.49E-03
0.19877,9.314,1.483,1.23E-03,3.16E-14,7.91E-04,6.42E-08,4.47E-04,1.40E-07,2.68E-07,2.93E-05,4.27E-04,1.48E-03
0.19918,9.301,1.482,1.23E-03,3.10E-14,7.83E-04,6.14E-08,4.33E-04,1.35E-07,2.58E-07,2.87E-05,4.21E-04,1.47E-03
0.19959,9.288,1.48,1.24E-03,3.04E-14,7.75E-04,5.87E-08,4.20E-04,1.30E-07,2.47E-07,2.80E-05,4.16E-04,1.46E-03
0.2,9.275,1.478,1.24E-03,2.98E-14,7.67E-04,5.61E-08,4.06E-04,1.25E-07,2.38E-07,2.74E-05,4.10E-04,1.45E-03
0.20041,9.261,1.477,1.24E-03,2.93E-14,7.60E-04,5.37E-08,3.94E-04,1.20E-07,2.28E-07,2.68E-05,4.05E-04,1.45E-03
0.20082,9.248,1.475,1.24E-03,2.87E-14,7.52E-04,5.13E-08,3.81E-04,1.16E-07,2.19E-07,2.62E-05,3.99E-04,1.44E-03
0.20123,9.235,1.473,1.24E-03,2.82E-14,7.45E-04,4.91E-08,3.69E-04,1.11E-07,2.11E-07,2.56E-05,3.94E-04,1.43E-03
0.20164,9.222,1.472,1.24E-03,2.77E-14,7.37E-04,4.69E-08,3.58E-04,1.07E-07,2.02E-07,2.51E-05,3.89E-04,1.42E-03
0.20205,9.209,1.47,1.24E-03,2.71E-14,7.30E-04,4.48E-08,3.46E-04,1.03E-07,1.94E-07,2.45E-05,3.83E-04,1.41E-03
0.20246,9.196,1.468,1.24E-03,2.66E-14,7.22E-04,4.29E-08,3.35E-04,9.92E-08,1.87E-07,2.40E-05,3.78E-04,1.40E-03
0.20287,9.183,1.466,1.24E-03,2.61E-14,7.15E-04,4.10E-08,3.25E-04,9.55E-08,1.79E-07,2.34E-05,3.73E-04,1.39E-03
0.20328,9.17,1.465,1.24E-03,2.56E-14,7.08E-04,3.92E-08,3.14E-04,9.19E-08,1.72E-07,2.29E-05,3.68E-04,1.38E-03
0.20369,9.157,1.463,1.24E-03,2.51E-14,7.01E-04,3.75E-08,3.04E-04,8.85E-08,1.65E-07,2.24E-05,3.63E-04,1.38E-03
0.2041,9.144,1.461,1.24E-03,2.47E-14,6.93E-04,3.58E-08,2.95E-04,8.52E-08,1.59E-07,2.19E-05,3.58E-04,1.37E-03
0.20451,9.132,1.46,1.23E-03,2.42E-14,6.86E-04,3.43E-08,2.85E-04,8.20E-08,1.53E-07,2.14E-05,3.53E-04,1.36E-03
0.20492,9.119,1.458,1.23E-03,2.37E-14,6.79E-04,3.27E-08,2.76E-04,7.89E-08,1.47E-07,2.10E-05,3.49E-04,1.35E-03
0.20533,9.106,1.456,1.23E-03,2.33E-14,6.72E-04,3.13E-08,2.67E-04,7.60E-08,1.41E-07,2.05E-05,3.44E-04,1.34E-03
