m,r,T,rho,P,l,X,Y,He3,C12,N14,O16,n_e,7Be,nu pp,nu B8,nu N13,nu O15,nu F17,nu Be7,nu pep,nu hep
0.0002537,0.01338,15400000,149,2.31E+17,0.00211,0.36965,0.61522,9.31E-06,7.75E-06,0.00374,0.0061,2.007341463,1.53E-11,0.000154927,0.001755854,0.001049512,0.001462683,0.001609268,0.000735659,0.00024022,6.77E-05
0.000256,0.01342,15400000,149,2.31E+17,0.00213,0.36968,0.61519,9.31E-06,7.75E-06,0.00374,0.0061,2.007243902,1.53E-11,0.000155805,0.00176561,0.001055366,0.001470488,0.001618049,0.000739756,0.000241585,6.81E-05
0.0002606,0.0135,15400000,149,2.31E+17,0.00217,0.36974,0.61513,9.32E-06,7.75E-06,0.00374,0.0061,2.00704878,1.53E-11,0.000157561,0.001785122,0.001067073,0.001486098,0.00163561,0.000747951,0.000244317,6.89E-05
0.000263,0.01354,15400000,149,2.31E+17,0.00219,0.36978,0.6151,9.32E-06,7.75E-06,0.00374,0.0061,2.007,1.53E-11,0.000158488,0.00179439,0.001072927,0.001493902,0.00164439,0.000752098,0.000245732,6.93E-05
0.0002679,0.01362,15400000,149,2.31E+17,0.00223,0.36984,0.61503,9.32E-06,7.75E-06,0.00374,0.0061,2.007,1.53E-11,0.000160439,0.001811951,0.001084634,0.001509512,0.001661951,0.000760488,0.000248659,7.01E-05
0.0002727,0.0137,15400000,148,2.31E+17,0.00227,0.36991,0.61497,9.33E-06,7.75E-06,0.00374,0.0061,2.007,1.53E-11,0.00016239,0.001829512,0.001096341,0.001525122,0.001679512,0.000768878,0.000251585,7.09E-05
0.0002799,0.01382,15400000,148,2.31E+17,0.00233,0.37,0.61487,9.34E-06,7.75E-06,0.00374,0.0061,2.007,1.53E-11,0.000165317,0.001855854,0.001113902,0.001548537,0.001705854,0.000781463,0.000255976,7.22E-05
0.0002825,0.01387,15400000,148,2.31E+17,0.00235,0.37003,0.61484,9.34E-06,7.75E-06,0.00374,0.0061,2.007,1.53E-11,0.000166537,0.001866829,0.00112122,0.001558293,0.001716829,0.000786707,0.000257805,7.27E-05
0.0002876,0.01395,15400000,148,2.31E+17,0.0024,0.3701,0.61477,9.35E-06,7.74E-06,0.00374,0.0061,2.007,1.53E-11,0.000168488,0.001884878,0.001132927,0.001573902,0.00173439,0.000795146,0.000260732,7.35E-05
0.0002928,0.01403,15400000,148,2.31E+17,0.00244,0.37017,0.61471,9.35E-06,7.74E-06,0.00374,0.0061,2.007,1.53E-11,0.000170439,0.00190439,0.001144634,0.001589512,0.001751951,0.000803732,0.000263659,7.43E-05
0.0003004,0.01416,15400000,148,2.31E+17,0.0025,0.37027,0.61461,9.36E-06,7.74E-06,0.00374,0.0061,2.007,1.53E-11,0.00017361,0.001936098,0.001163659,0.001614878,0.001780488,0.000817683,0.000268415,7.57E-05
0.0003085,0.01428,15400000,148,2.31E+17,0.00257,0.37037,0.61451,9.37E-06,7.74E-06,0.00374,0.0061,2.007,1.53E-11,0.000176537,0.001965366,0.00118122,0.001638293,0.001806829,0.000830561,0.000272805,7.70E-05
0.0003138,0.01436,15400000,148,2.31E+17,0.00261,0.37044,0.61444,9.37E-06,7.74E-06,0.00374,0.0061,2.007,1.53E-11,0.000178439,0.001984878,0.001192927,0.00165439,0.00182439,0.000839146,0.000275732,7.78E-05
0.0003219,0.01449,15400000,148,2.31E+17,0.00268,0.37054,0.61434,9.38E-06,7.74E-06,0.00374,0.0061,2.007,1.53E-11,0.000181293,0.002016585,0.001211951,0.001682927,0.001852927,0.000853098,0.000280488,7.92E-05
0.0003304,0.01461,15400000,148,2.31E+17,0.00275,0.37064,0.61423,9.39E-06,7.74E-06,0.00374,0.0061,2.007,1.52E-11,0.000183927,0.002045854,0.001229512,0.001709268,0.001879268,0.000865976,0.000284878,8.05E-05
0.000336,0.0147,15400000,148,2.31E+17,0.0028,0.37071,0.61416,9.40E-06,7.74E-06,0.00374,0.0061,2.007,1.52E-11,0.000185902,0.002067805,0.001242683,0.001729024,0.001899024,0.000875634,0.000288171,8.15E-05
0.0003445,0.01482,15400000,148,2.31E+17,0.00287,0.37082,0.61406,9.41E-06,7.74E-06,0.00374,0.0061,2.006829268,1.52E-11,0.000188878,0.002097073,0.001260244,0.001753659,0.001925366,0.000888854,0.000292732,8.28E-05
0.0003531,0.01494,15400000,148,2.31E+17,0.00294,0.37092,0.61395,9.41E-06,7.74E-06,0.00374,0.0061,2.006536585,1.52E-11,0.000192098,0.002126341,0.001277805,0.001777073,0.001951707,0.000902317,0.000297415,8.41E-05
0.0003559,0.01498,15400000,148,2.31E+17,0.00296,0.37096,0.61392,9.42E-06,7.74E-06,0.00374,0.0061,2.006439024,1.52E-11,0.000193171,0.002136098,0.001283659,0.001784878,0.001960488,0.000906805,0.000298976,8.46E-05
0.0003645,0.0151,15400000,148,2.30E+17,0.00303,0.37106,0.61381,9.43E-06,7.73E-06,0.00374,0.0061,2.006146341,1.52E-11,0.00019639,0.002165366,0.00130122,0.001808293,0.001986829,0.000920268,0.000303659,8.59E-05
0.0003699,0.01518,15400000,148,2.30E+17,0.00308,0.37112,0.61375,9.43E-06,7.73E-06,0.00374,0.0061,2.006,1.52E-11,0.000198488,0.002185366,0.001313415,0.00182439,0.002004878,0.000929293,0.00030678,8.68E-05
0.0003775,0.01528,15400000,148,2.30E+17,0.00314,0.37122,0.61366,9.44E-06,7.73E-06,0.00374,0.0061,2.006,1.52E-11,0.000200927,0.002212195,0.001330488,0.001846341,0.002029268,0.000940756,0.000310683,8.80E-05
0.0003863,0.0154,15400000,148,2.30E+17,0.00321,0.37132,0.61356,9.45E-06,7.73E-06,0.00374,0.0061,2.006,1.52E-11,0.000203854,0.00224439,0.001350976,0.001872683,0.002058537,0.000954512,0.000315366,8.94E-05
0.0003938,0.0155,15400000,148,2.30E+17,0.00327,0.37141,0.61347,9.45E-06,7.73E-06,0.00374,0.0061,2.006,1.52E-11,0.000206293,0.00227122,0.001368049,0.001894634,0.002082927,0.000965976,0.000319268,9.05E-05
0.0003987,0.01557,15400000,148,2.30E+17,0.00331,0.37146,0.61341,9.46E-06,7.73E-06,0.00374,0.0061,2.006,1.52E-11,0.000208,0.00229,0.00138,0.00191,0.0021,0.000974,0.000322,9.13E-05
0.0004093,0.0157,15400000,148,2.30E+17,0.0034,0.37159,0.61329,9.47E-06,7.73E-06,0.00374,0.0061,2.006,1.52E-11,0.000211488,0.002321707,0.001399024,0.001938537,0.002128537,0.000988585,0.000327073,9.29E-05
0.0004163,0.01579,15400000,148,2.30E+17,0.00346,0.37167,0.61321,9.48E-06,7.73E-06,0.00374,0.0061,2.006,1.51E-11,0.000213902,0.002343659,0.001412195,0.001958293,0.002148293,0.000998683,0.000330585,9.39E-05
0.0004268,0.01593,15400000,148,2.30E+17,0.00355,0.37179,0.61309,9.49E-06,7.73E-06,0.00374,0.0061,2.006,1.51E-11,0.000217659,0.002377805,0.001432683,0.001989024,0.002179024,0.00101439,0.000336049,9.56E-05
0.0004379,0.01606,15400000,148,2.30E+17,0.00364,0.37191,0.61296,9.50E-06,7.72E-06,0.00374,0.00611,2.005804878,1.51E-11,0.000221146,0.002411463,0.001451707,0.002017561,0.002209512,0.001029756,0.000341317,9.71E-05
0.0004453,0.01616,15400000,148,2.30E+17,0.0037,0.372,0.61288,9.50E-06,7.72E-06,0.00374,0.00611,2.005560976,1.51E-11,0.000223829,0.002438293,0.001466341,0.002039512,0.002233902,0.001041951,0.000345463,9.83E-05
0.0004565,0.01629,15400000,148,2.30E+17,0.00379,0.37212,0.61275,9.52E-06,7.72E-06,0.00374,0.00611,2.005243902,1.51E-11,0.000227317,0.002473171,0.001485366,0.002068049,0.00226561,0.001057805,0.000350854,9.98E-05
0.0004682,0.01643,15400000,148,2.30E+17,0.00389,0.37225,0.61262,9.53E-06,7.72E-06,0.00374,0.00611,2.005,1.51E-11,0.000231073,0.002509756,0.001506829,0.00209878,0.002299756,0.001074878,0.000356659,0.000101488
0.0004761,0.01652,15400000,148,2.30E+17,0.00395,0.37234,0.61254,9.53E-06,7.72E-06,0.00374,0.00611,2.005,1.51E-11,0.000233488,0.002531707,0.001522195,0.002118537,0.002321707,0.001085854,0.00036039,0.000102585
0.0004878,0.01666,15400000,148,2.30E+17,0.00405,0.37247,0.61241,9.54E-06,7.72E-06,0.00374,0.00611,2.005,1.51E-11,0.000237244,0.002565854,0.001546098,0.002149268,0.002355854,0.001102927,0.000366195,0.000104293
0.0005003,0.0168,15400000,147,2.30E+17,0.00415,0.3726,0.61227,9.56E-06,7.72E-06,0.00374,0.00611,2.005,1.51E-11,0.000241,0.0026,0.00157,0.00218,0.00239,0.00112,0.000372,0.000106
0.0005086,0.01689,15400000,147,2.30E+17,0.00422,0.37269,0.61219,9.56E-06,7.72E-06,0.00374,0.00611,2.005,1.51E-11,0.000243634,0.002624146,0.001583171,0.002199756,0.002411951,0.001130976,0.000375732,0.000107317
0.000521,0.01703,15400000,147,2.30E+17,0.00432,0.37282,0.61205,9.57E-06,7.71E-06,0.00374,0.00611,2.005,1.50E-11,0.000247732,0.002661707,0.001603659,0.002230488,0.002446098,0.001148049,0.000381537,0.000109366
0.0005341,0.01717,15400000,147,2.29E+17,0.00443,0.37296,0.61191,9.59E-06,7.71E-06,0.00374,0.00611,2.005,1.50E-11,0.000251829,0.002699268,0.001624146,0.00226122,0.002480244,0.001165122,0.000387341,0.000111415
0.0005429,0.01727,15400000,147,2.29E+17,0.0045,0.37305,0.61182,9.59E-06,7.71E-06,0.00374,0.00611,2.004853659,1.50E-11,0.00025461,0.002726098,0.001640244,0.002283171,0.002504634,0.001177317,0.000391634,0.000112732
0.000556,0.01741,15400000,147,2.29E+17,0.00461,0.37319,0.61169,9.61E-06,7.71E-06,0.00374,0.00611,2.004512195,1.50E-11,0.000258366,0.002763659,0.001664146,0.002313902,0.00253878,0.00119439,0.00039778,0.000114439
0.0005699,0.01755,15400000,147,2.29E+17,0.00473,0.37334,0.61154,9.62E-06,7.71E-06,0.00374,0.00611,2.004170732,1.50E-11,0.000262122,0.00280122,0.001688049,0.002344634,0.002572927,0.001211463,0.000403927,0.000116146
0.0005791,0.01765,15400000,147,2.29E+17,0.0048,0.37343,0.61145,9.63E-06,7.71E-06,0.00374,0.00611,2.004,1.50E-11,0.000264878,0.002828049,0.001705122,0.002366585,0.002597317,0.001223659,0.000408317,0.000117366
0.000593,0.01779,15400000,147,2.29E+17,0.00492,0.37357,0.6113,9.64E-06,7.71E-06,0.00374,0.00611,2.004,1.50E-11,0.000268976,0.00286561,0.001729024,0.002397317,0.002631463,0.001240732,0.000414463,0.000119073
0.0006076,0.01793,15400000,147,2.29E+17,0.00504,0.37372,0.61116,9.65E-06,7.71E-06,0.00374,0.00611,2.004,1.50E-11,0.000273073,0.002903171,0.001752927,0.002428049,0.00266561,0.001257805,0.00042061,0.00012078
0.0006174,0.01803,15400000,147,2.29E+17,0.00512,0.37382,0.61106,9.66E-06,7.70E-06,0.00374,0.00611,2.004,1.50E-11,0.000276,0.00293,0.00177,0.00245,0.00269,0.00127,0.000425,0.000122
0.000632,0.01817,15400000,147,2.29E+17,0.00524,0.37396,0.61091,9.67E-06,7.70E-06,0.00374,0.00611,2.004,1.50E-11,0.000280439,0.002967561,0.001790488,0.002480732,0.002724146,0.001287073,0.000431488,0.000124049
0.0006473,0.01832,15400000,147,2.29E+17,0.00536,0.37412,0.61076,9.68E-06,7.70E-06,0.00374,0.00612,2.004,1.49E-11,0.000285195,0.003007805,0.001812439,0.002513659,0.002760732,0.001305366,0.000438439,0.000126244
0.0006575,0.01842,15400000,147,2.29E+17,0.00545,0.37422,0.61066,9.69E-06,7.70E-06,0.00374,0.00612,2.004,1.49E-11,0.000288366,0.003034634,0.001827073,0.00253561,0.002785122,0.001317561,0.000443073,0.000127707
0.0006727,0.01856,15400000,147,2.29E+17,0.00557,0.37437,0.61051,9.71E-06,7.70E-06,0.00374,0.00612,2.003707317,1.49E-11,0.000292512,0.003072195,0.001850488,0.002569268,0.002819268,0.001337561,0.000449561,0.000129756
0.0006888,0.01871,15400000,147,2.29E+17,0.0057,0.37452,0.61036,9.72E-06,7.70E-06,0.00374,0.00612,2.003341463,1.49E-11,0.000296902,0.003112439,0.001876098,0.002605854,0.002855854,0.001359512,0.000456512,0.000131951
0.0006995,0.0188,15400000,147,2.29E+17,0.00579,0.37462,0.61025,9.73E-06,7.70E-06,0.00374,0.00612,2.003121951,1.49E-11,0.000299537,0.003136585,0.001891463,0.002627805,0.002877805,0.001372683,0.000460683,0.000133268
0.0007156,0.01895,15400000,147,2.29E+17,0.00592,0.37478,0.6101,9.74E-06,7.69E-06,0.00374,0.00612,2.003,1.49E-11,0.000304171,0.003176829,0.001917073,0.002661951,0.00291439,0.001392195,0.000467634,0.000135463
0.0007325,0.0191,15400000,147,2.28E+17,0.00606,0.37494,0.60994,9.76E-06,7.69E-06,0.00374,0.00612,2.003,1.48E-11,0.000308927,0.003217073,0.001942683,0.002694878,0.002950976,0.001410488,0.000474585,0.000137659
0.0007438,0.0192,15400000,147,2.28E+17,0.00615,0.37505,0.60983,9.76E-06,7.69E-06,0.00374,0.00612,2.003,1.48E-11,0.000312098,0.003243902,0.001959756,0.002716829,0.002975366,0.001422683,0.00047922,0.000139122
0.0007608,0.01934,15400000,146,2.28E+17,0.00629,0.37521,0.60967,9.78E-06,7.69E-06,0.00374,0.00612,2.003,1.48E-11,0.000316537,0.003281463,0.001983659,0.002749512,0.003011463,0.001439756,0.000485902,0.000140976
0.0007786,0.0195,15400000,146,2.28E+17,0.00644,0.37537,0.60951,9.79E-06,7.69E-06,0.00374,0.00612,2.003,1.48E-11,0.00032161,0.00332439,0.002010976,0.002788537,0.00305439,0.001459268,0.000493707,0.000142927
0.0007905,0.0196,15400000,146,2.28E+17,0.00654,0.37548,0.6094,9.80E-06,7.69E-06,0.00374,0.00612,2.003,1.48E-11,0.00032478,0.00335122,0.002028049,0.002812927,0.00308122,0.001471463,0.000498585,0.000144146
0.0008146,0.0198,15400000,146,2.28E+17,0.00673,0.3757,0.60918,9.82E-06,7.68E-06,0.00374,0.00612,2.002682927,1.48E-11,0.000331122,0.003404878,0.002059024,0.002858537,0.003131707,0.001499024,0.000508024,0.00014722
0.0008334,0.01995,15400000,146,2.28E+17,0.00689,0.37587,0.609,9.84E-06,7.68E-06,0.00374,0.00612,2.002317073,1.48E-11,0.000335878,0.003445122,0.002080976,0.002891463,0.003168293,0.001520976,0.000514976,0.00014978
0.0008459,0.02005,15400000,146,2.28E+17,0.00699,0.37599,0.60889,9.85E-06,7.68E-06,0.00374,0.00612,2.002073171,1.48E-11,0.000339049,0.003471951,0.00209561,0.002913415,0.003192683,0.00153561,0.00051961,0.000151488
0.0008651,0.0202,15300000,146,2.28E+17,0.00715,0.37616,0.60872,9.86E-06,7.68E-06,0.00374,0.00612,2.002,1.48E-11,0.000343805,0.003512195,0.002120488,0.002949268,0.003229268,0.001554634,0.000527146,0.000153756
0.0008914,0.02041,15300000,146,2.28E+17,0.00736,0.37639,0.60849,9.88E-06,7.68E-06,0.00374,0.00612,2.002,1.47E-11,0.000350463,0.003568537,0.002156341,0.003000488,0.003280488,0.001580244,0.000537902,0.000156829
0.0009112,0.02056,15300000,146,2.28E+17,0.00752,0.37657,0.60831,9.90E-06,7.67E-06,0.00374,0.00613,2.002,1.47E-11,0.00035539,0.003610488,0.002181951,0.003035366,0.00331878,0.001600244,0.000545415,0.000159024
0.000932,0.02071,15300000,146,2.27E+17,0.00769,0.37675,0.60813,9.91E-06,7.67E-06,0.00374,0.00613,2.002,1.47E-11,0.000360512,0.00365439,0.002207561,0.003068293,0.003359024,0.001622195,0.000552732,0.00016122
0.0009459,0.02082,15300000,146,2.27E+17,0.00781,0.37687,0.60801,9.92E-06,7.67E-06,0.00374,0.00613,2.002,1.47E-11,0.000364268,0.003686585,0.002226341,0.003092439,0.003388537,0.001638293,0.000558098,0.000162829
0.0009667,0.02097,15300000,146,2.27E+17,0.00798,0.37705,0.60783,9.94E-06,7.67E-06,0.00374,0.00613,2.001829268,1.47E-11,0.00036939,0.00372878,0.002251951,0.003127073,0.003427073,0.001660244,0.000565585,0.000165195
0.0009886,0.02113,15300000,146,2.27E+17,0.00816,0.37724,0.60764,9.95E-06,7.67E-06,0.00374,0.00613,2.001439024,1.46E-11,0.000374854,0.003771707,0.002279268,0.003166098,0.003466098,0.001683659,0.00057378,0.000167927
0.0010032,0.02124,15300000,146,2.27E+17,0.00828,0.37736,0.60752,9.97E-06,7.67E-06,0.00374,0.00613,2.001170732,1.46E-11,0.00037861,0.00380122,0.002298049,0.003192927,0.003492927,0.001699756,0.000579415,0.000169805
0.0010251,0.02139,15300000,146,2.27E+17,0.00845,0.37755,0.60733,9.98E-06,7.66E-06,0.00374,0.00613,2.001,1.46E-11,0.000383732,0.003841463,0.002323659,0.003227561,0.003529512,0.001719756,0.000587098,0.000172171
0.0010481,0.02155,15300000,146,2.27E+17,0.00864,0.37774,0.60714,1.00E-05,7.66E-06,0.00374,0.00613,2.001,1.46E-11,0.000389195,0.00388439,0.002350976,0.003262683,0.003568537,0.001739268,0.000595293,0.000174512
0.0010634,0.02166,15300000,145,2.27E+17,0.00877,0.37787,0.60701,1.00E-05,7.66E-06,0.00374,0.00613,2.001,1.46E-11,0.000392951,0.003913902,0.002369756,0.003286829,0.003595366,0.001752683,0.000600927,0.000176122
0.0010865,0.02182,15300000,145,2.27E+17,0.00895,0.37806,0.60682,1.00E-05,7.66E-06,0.00374,0.00613,2.000756098,1.46E-11,0.000398415,0.003956829,0.002397073,0.00332439,0.00363439,0.001774634,0.000609122,0.000178707
0.0011107,0.02198,15300000,145,2.27E+17,0.00915,0.37826,0.60662,1.00E-05,7.66E-06,0.00374,0.00613,2.000365854,1.45E-11,0.000403878,0.003999756,0.00242439,0.003363415,0.003673415,0.001798049,0.000617317,0.000181439
0.0011268,0.02209,15300000,145,2.27E+17,0.00928,0.37839,0.60649,1.01E-05,7.65E-06,0.00374,0.00613,2.000097561,1.45E-11,0.000407634,0.004029268,0.002443171,0.003390244,0.003700244,0.001814146,0.000622951,0.000183317
0.001151,0.02225,15300000,145,2.27E+17,0.00948,0.37859,0.60629,1.01E-05,7.65E-06,0.00374,0.00613,2,1.45E-11,0.00041339,0.004072195,0.002470488,0.003426341,0.003742195,0.001837561,0.000631439,0.000186049
0.0011764,0.02241,15300000,145,2.26E+17,0.00969,0.37879,0.60609,1.01E-05,7.65E-06,0.00374,0.00613,2,1.45E-11,0.000419244,0.004115122,0.002497805,0.003461463,0.003785122,0.001860976,0.000640024,0.00018878
0.0012188,0.02268,15300000,145,2.26E+17,0.01003,0.37913,0.60575,1.01E-05,7.65E-06,0.00374,0.00614,2,1.45E-11,0.000429122,0.004187561,0.002543902,0.003524146,0.003854146,0.001897073,0.000654512,0.00019339
0.0012455,0.02285,15300000,145,2.26E+17,0.01025,0.37935,0.60554,1.01E-05,7.64E-06,0.00374,0.00614,2,1.45E-11,0.000435341,0.004233171,0.002572927,0.00356561,0.00389561,0.001917805,0.000663634,0.000196293
0.00129,0.02312,15300000,145,2.26E+17,0.01061,0.37969,0.60519,1.02E-05,7.64E-06,0.00374,0.00614,1.999585366,1.45E-11,0.00044522,0.00430561,0.002614878,0.003627317,0.003961463,0.001954878,0.000678122,0.000200902
0.0013177,0.02329,15300000,145,2.26E+17,0.01083,0.37991,0.60497,1.02E-05,7.64E-06,0.00374,0.00614,1.999170732,1.44E-11,0.000451439,0.00435122,0.002639756,0.003664634,0.004002927,0.001979756,0.000687244,0.000203805
0.0013639,0.02356,15300000,145,2.26E+17,0.01121,0.38027,0.60462,1.02E-05,7.63E-06,0.00374,0.00614,1.999,1.44E-11,0.000461317,0.004423659,0.002684146,0.00372878,0.00406878,0.002019268,0.00070222,0.000208415
0.001393,0.02373,15300000,145,2.26E+17,0.01144,0.38049,0.6044,1.02E-05,7.63E-06,0.00374,0.00614,1.999,1.44E-11,0.000467537,0.004469268,0.002713171,0.003770244,0.004110244,0.002044146,0.000711756,0.000211317
0.0014415,0.02401,15300000,144,2.25E+17,0.01184,0.38085,0.60403,1.03E-05,7.63E-06,0.00374,0.00614,1.998414634,1.43E-11,0.00047778,0.00454439,0.002760976,0.003832683,0.004178537,0.002085122,0.000727463,0.000216683
0.0014721,0.02418,15300000,144,2.25E+17,0.01208,0.38108,0.6038,1.03E-05,7.62E-06,0.00374,0.00614,1.998,1.43E-11,0.000484,0.00459,0.00279,0.00387,0.00422,0.00211,0.000737,0.00022
0.001523,0.02446,15300000,144,2.25E+17,0.01249,0.38146,0.60343,1.03E-05,7.62E-06,0.00374,0.00615,1.998,1.43E-11,0.000494927,0.004658293,0.002837805,0.003931463,0.004288293,0.002150976,0.000752707,0.00022478
0.001555,0.02463,15300000,144,2.25E+17,0.01275,0.38169,0.60319,1.04E-05,7.62E-06,0.00374,0.00615,1.997902439,1.43E-11,0.000501561,0.004700732,0.002865854,0.003969756,0.004329756,0.002175854,0.000762244,0.00022778
0.0016084,0.02492,15300000,144,2.25E+17,0.01318,0.38208,0.6028,1.04E-05,7.61E-06,0.00374,0.00615,1.997195122,1.42E-11,0.000512878,0.004778537,0.002908293,0.004040488,0.004400488,0.002218293,0.000778512,0.000233439
0.001642,0.02509,15300000,144,2.25E+17,0.01345,0.38232,0.60256,1.04E-05,7.61E-06,0.00374,0.00615,1.997,1.42E-11,0.000519512,0.004821951,0.002935366,0.004079756,0.004441951,0.002243171,0.000788268,0.000236756
0.001698,0.02538,15300000,144,2.24E+17,0.01391,0.38272,0.60216,1.04E-05,7.61E-06,0.00374,0.00615,1.997,1.42E-11,0.000530829,0.004892683,0.002984878,0.004143415,0.004512683,0.00228561,0.000805244,0.000242415
0.0017332,0.02556,15300000,144,2.24E+17,0.01419,0.38297,0.60191,1.05E-05,7.60E-06,0.00374,0.00615,1.997,1.42E-11,0.000537854,0.004940244,0.00301561,0.004182927,0.004556585,0.002311951,0.00081578,0.000245927
0.0017919,0.02585,15300000,143,2.24E+17,0.01466,0.38338,0.6015,1.05E-05,7.60E-06,0.00374,0.00615,1.996926829,1.41E-11,0.000549244,0.005017317,0.00306439,0.004246585,0.004626585,0.00235439,0.000832756,0.000251585
0.0018289,0.02603,15300000,143,2.24E+17,0.01496,0.38364,0.60125,1.05E-05,7.60E-06,0.00374,0.00615,1.996487805,1.41E-11,0.000556707,0.00506122,0.003090732,0.004286098,0.004666098,0.002380732,0.000843293,0.000255098
0.0018904,0.02632,15300000,143,2.24E+17,0.01545,0.38406,0.60083,1.06E-05,7.59E-06,0.00374,0.00616,1.996,1.41E-11,0.000568512,0.005131951,0.003135366,0.004349756,0.004731951,0.002423171,0.000860268,0.000260756
0.0019291,0.0265,15300000,143,2.24E+17,0.01576,0.38432,0.60056,1.06E-05,7.59E-06,0.00374,0.00616,1.996,1.40E-11,0.000575537,0.005175854,0.003166098,0.004389268,0.004775854,0.002449512,0.000870805,0.000264268
0.0019936,0.0268,15300000,143,2.23E+17,0.01628,0.38476,0.60013,1.06E-05,7.58E-06,0.00374,0.00616,1.995609756,1.40E-11,0.000587634,0.005249024,0.003213415,0.004455122,0.004845122,0.002493415,0.000888756,0.000270122
0.0020342,0.02699,15200000,143,2.23E+17,0.01661,0.38503,0.59986,1.07E-05,7.58E-06,0.00374,0.00616,1.995146341,1.40E-11,0.000595512,0.005295366,0.00324122,0.004496829,0.004886829,0.00252122,0.000900341,0.000273829
0.002116,0.02735,15200000,143,2.23E+17,0.01726,0.38557,0.59932,1.07E-05,7.58E-06,0.00374,0.00616,1.995,1.39E-11,0.000610439,0.005383171,0.003293902,0.004575854,0.004965854,0.002573902,0.000921561,0.000281585
0.0021585,0.02754,15200000,143,2.23E+17,0.0176,0.38585,0.59904,1.07E-05,7.57E-06,0.00374,0.00616,1.994804878,1.39E-11,0.000618317,0.005429512,0.003323659,0.00461561,0.005009512,0.002601707,0.000933073,0.000285561
0.00223,0.02784,15200000,142,2.23E+17,0.01817,0.38631,0.59858,1.08E-05,7.57E-06,0.00374,0.00616,1.994073171,1.38E-11,0.000630756,0.005502683,0.003374878,0.004674146,0.005082683,0.00264561,0.000952098,0.000291415
0.0023042,0.02816,15200000,142,2.22E+17,0.01876,0.38678,0.5981,1.08E-05,7.56E-06,0.00374,0.00617,1.994,1.38E-11,0.000644732,0.005573659,0.003422439,0.004743659,0.005153659,0.002692439,0.000971683,0.000298366
0.0023494,0.02834,15200000,142,2.22E+17,0.01912,0.38707,0.59782,1.08E-05,7.56E-06,0.00374,0.00617,1.993853659,1.38E-11,0.000652488,0.005614634,0.00344878,0.004781707,0.005191707,0.00271878,0.000982073,0.000302317
0.0024116,0.0286,15200000,142,2.22E+17,0.01962,0.38746,0.59743,1.09E-05,7.55E-06,0.00374,0.00617,1.993219512,1.37E-11,0.000663268,0.005678049,0.003486829,0.004832439,0.005242439,0.002756829,0.00099539,0.000308024
0.0024582,0.02878,15200000,142,2.22E+17,0.01999,0.38775,0.59714,1.09E-05,7.55E-06,0.00374,0.00617,1.993,1.37E-11,0.000670951,0.005719756,0.003513171,0.004869756,0.005279756,0.002783171,0.001006585,0.000311756
0.0025386,0.0291,15200000,142,2.22E+17,0.02063,0.38825,0.59664,1.10E-05,7.55E-06,0.00374,0.00617,1.993,1.37E-11,0.000685,0.00579,0.00356,0.00494,0.00535,0.00283,0.00103,0.000318
0.0026036,0.02935,15200000,142,2.21E+17,0.02115,0.38865,0.59624,1.10E-05,7.54E-06,0.00374,0.00617,1.992390244,1.36E-11,0.000695976,0.005844878,0.003596585,0.00498878,0.005404878,0.002866585,0.001048293,0.000323488
0.002654,0.02955,15200000,141,2.21E+17,0.02155,0.38895,0.59593,1.10E-05,7.54E-06,0.00374,0.00617,1.992,1.36E-11,0.000704756,0.00588878,0.003624878,0.005027805,0.005447805,0.002895854,0.001061951,0.000327976
0.0027382,0.02986,15200000,141,2.21E+17,0.02222,0.38946,0.59543,1.11E-05,7.53E-06,0.00374,0.00617,1.992,1.36E-11,0.000718366,0.005956829,0.003662683,0.005088293,0.005508293,0.00294122,0.001077073,0.000335537
0.0027892,0.03005,15200000,141,2.21E+17,0.02262,0.38977,0.59512,1.11E-05,7.53E-06,0.00374,0.00618,1.991682927,1.36E-11,0.000726707,0.005995366,0.003689024,0.005125366,0.005545366,0.002965854,0.001089512,0.000339854
